time,tweets
2019-04-30 12:36:48,RT @guyverhofstadt: No way! Students mustn't be victims of #Brexit. I will write to PM May saying we will never accept this. Also for Erasm…
2019-04-30 12:36:42,RT @guyverhofstadt: My letter to @theresa_may expressing the @Europarl_EN's deep concern at reports of huge post - #Brexit fee increases fo…
2019-04-30 12:36:41,"Our previous poll managed to get almost 100,000 votes.
Can we do the same with this one?
(For #BrexitParty voters o… https://t.co/vh8T25qr2j"
2019-04-30 12:36:41,@ChristopherMN8 @tom_watson Sadly many membs of public don't understand (or don't care?) #GeneralElectionNow &amp; gett… https://t.co/nARrtLj3ef
2019-04-30 12:36:40,RT @verumandverus: Good people of the #SouthWest based on this Labour should be wiped out at #EuropeanElections2019. Please do not give the…
2019-04-30 12:36:34,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:36:28,"BBC News - Labour's NEC #Brexit meeting: What is at stake?
https://t.co/IwqsjlTDIu"
2019-04-30 12:36:27,"RT @MichelleDewbs: This is great; the kind of thing that should have been happening years ago, &amp; *should* have been initiated by @theresa_m…"
2019-04-30 12:36:24,RT @lucille2067: @BermudaBat @RidgeOnSunday @Conservatives @Helen_Whately @theresa_may @BrandonLewis Tory MPs  STILL promoting the terrible…
2019-04-30 12:36:22,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 12:36:13,"RT @pmdfoster: A new unicorn hunt begins for solutions for @BorderIrish #Brexit fixes.

Am curious, have/will @NickyMorgan01 and @GregHands…"
2019-04-30 12:36:11,We popped  in to here and then we couldn’t get out!! 😂😂 #brexit https://t.co/eW4Uv8n6Kp
2019-04-30 12:36:11,RT @nonsequiturcouk: This is something that isn't getting a wide enough viewing.  The #EnglishDemocrats court case against the PM.  Any #br…
2019-04-30 12:36:10,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:36:07,@LBC @Jacob_Rees_Mogg They really do not understand how pissed off the voters are. It doesn’t matter which side of… https://t.co/o1zNGAyLmm
2019-04-30 12:36:04,"https://t.co/0yAjrvfHja        

Huge potential, Max Verstappen F1 ! Future F1 champion ?

Domain for sale @ ebay n… https://t.co/eSpxlWvANo"
2019-04-30 12:35:57,"RT @Lordbrexit: Why is anybody wanting Brexit voting labour, they have betrayed Brexit more that the Tories #brexit you have to have a scre…"
2019-04-30 12:35:56,RT @joelymack: Sick of seeing from Corbynistas that 'a vote against labour is a vote for more Tory austerity'. Fuck off - if you'd fully co…
2019-04-30 12:35:54,RT @AnnaMcMorrin: Proud to be one of over 100 MPs to ask that ⁦@UKLabour⁩ unequivocally and clearly backs a confirmatory vote on #Brexit to…
2019-04-30 12:35:52,"RT @hariert: Change UK- the anti-brexit, breath of fresh air our country is gasping for. The old parties squirm &amp; contort towards the EU el…"
2019-04-30 12:35:49,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:35:46,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 12:35:45,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:35:42,RT @DalbidEU: @JulieOwenMoylan @EmpManPaul Smell the Coffee! Unless you count England and the Isle of Man as a ‘United Kingdom’ there won’t…
2019-04-30 12:35:41,This is something that isn't getting a wide enough viewing.  The #EnglishDemocrats court case against the PM.  Any… https://t.co/R864ZFhzsz
2019-04-30 12:35:38,RT @joelymack: Sick of seeing from Corbynistas that 'a vote against labour is a vote for more Tory austerity'. Fuck off - if you'd fully co…
2019-04-30 12:35:34,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:35:30,RT @Brexit_Support: BBC to be fined for #Brexit biased https://t.co/WS0U1xPkSN
2019-04-30 12:35:27,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 12:35:26,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:35:26,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:35:25,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:35:21,"RT @NcleBrexiteers: 3 MEPs will be elected to represent the North East. MEPs are elected by proportional representation, in order as listed…"
2019-04-30 12:35:21,RT @JamesfWells: I resigned as Head of UK Trade at the Office for National Statistics yesterday to stand as a #BrexitParty_UK MEP candidate…
2019-04-30 12:35:19,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:35:09,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 12:35:08,"RT @JenFullick: Sorry to all new followers but to avoid any ambiguity, if you tweet anti Muslim or any other racist rants, then I will unfo…"
2019-04-30 12:35:07,RT @guyverhofstadt: No way! Students mustn't be victims of #Brexit. I will write to PM May saying we will never accept this. Also for Erasm…
2019-04-30 12:35:07,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 12:35:06,RT @MPphilwilson: My piece for @MirrorPolitics The people should have the #finalsay on any #Brexit deal. Brexit started with the people and…
2019-04-30 12:35:00,RT @guyverhofstadt: No way! Students mustn't be victims of #Brexit. I will write to PM May saying we will never accept this. Also for Erasm…
2019-04-30 12:34:58,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:34:57,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 12:34:55,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 12:34:55,"RT @BBCPolitics: Former WTO director general Pascal Lamy does not look impressed with Tory MP Iain Duncan Smith talking #Brexit

#politicsl…"
2019-04-30 12:34:53,@SebDance @GuitarMoog Come on @SebDance @UKLabour have appropriated millions of #Remain votes before and declared t… https://t.co/9Wbc7xNqMi
2019-04-30 12:34:50,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:34:49,RT @AnnaMcMorrin: Proud to be one of over 100 MPs to ask that ⁦@UKLabour⁩ unequivocally and clearly backs a confirmatory vote on #Brexit to…
2019-04-30 12:34:46,"RT @JamesfWells: OECD study says Britain attracted more inward business investment than Germany, Spain and Poland combined in 2018!

Despit…"
2019-04-30 12:34:46,"RT @hariert: Change UK- the anti-brexit, breath of fresh air our country is gasping for. The old parties squirm &amp; contort towards the EU el…"
2019-04-30 12:34:46,"@georgegalloway Central and South American politics, of the few not the many, is an extension of democracy as defin… https://t.co/DDcgqfMoOo"
2019-04-30 12:34:45,RT @MatthewGreen02: Corbyn’s #Brexit 'fudge' is causing an exodus of Labour party members. His plan to mislead the many &amp; not just the few…
2019-04-30 12:34:44,"RT @bristolgreen: We just launched our #EuropeanElections2019 campaign in Bristol today, with 4 of our great candidates @MollyMEP, @CleoDan…"
2019-04-30 12:34:44,"RT @bristolgreen: We just launched our #EuropeanElections2019 campaign in Bristol today, with 4 of our great candidates @MollyMEP, @CleoDan…"
2019-04-30 12:34:44,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 12:34:42,RT @Alistair_Pitts: I've told @UKLabour Labour's NEC we want a radical Labour European manifesto &amp; that starts with a public vote on #Brexi…
2019-04-30 12:34:37,"RT @broxtowe4: Tony Benn would be proud.

Claire Fox on why she joined the Brexit Party | Liddle's Got Issues https://t.co/QsTUAKoPmJ via @…"
2019-04-30 12:34:36,RT @iainjwatson: Ahead of the ⁦@UKLabour⁩ NEC dep leader ⁦@tom_watson⁩ tells me he has been 'inundated' with emails from members saying the…
2019-04-30 12:34:35,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:34:31,If you're feeling betrayed by the #Conservatives because of #brexit. Imagine how bad you'll feel in 2022 when your… https://t.co/oAHqpxnWj7
2019-04-30 12:34:31,"Thinking of voting for the #BrexitParty?
Have a read of this.
#Brexit https://t.co/IixaAhIRl3"
2019-04-30 12:34:30,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:34:28,@davjam8 @mah0n3y @ClaudiaWebbe @tom_watson I support one in respect of any #Brexit deal that falls short of Labour’s set out expectations.
2019-04-30 12:34:24,RT LibDems: RT thomasbrake: A #PeoplesVote is the only way to break the deadlock &amp; finally settle #Brexit so that w… https://t.co/Bbbtdn0Hdp
2019-04-30 12:34:24,RT @MarcusJBall: I don’t think it’s okay for people like @jameschappers to receive so many death threats after speaking on @JeremyVineOn5 t…
2019-04-30 12:34:19,RT LibDems: RT thomasbrake: A #PeoplesVote is the only way to break the deadlock &amp; finally settle #Brexit so that w… https://t.co/3JYL2Yr41u
2019-04-30 12:34:15,UK's Hammond: Ongoing uncertainty from lack of Brexit deal is bad for business https://t.co/jWUsSuKJ0N #UnitedKingdom #Politics #Brexit
2019-04-30 12:34:11,"@tnewtondunn @SMCommission When you are drowning in the impossibility of a successful #brexit, everything else falls by the way side."
2019-04-30 12:34:05,"RT @MoFloMoJo: I'm sure the intrepid journos at @BBCScotlandNews news will be asking Ruth about this, along with #DarkMoney, which of the m…"
2019-04-30 12:34:05,"RT @bbcthisweek: “The British people were told that they would vote once only, they were told their vote would be decisive... all of that w…"
2019-04-30 12:33:58,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:33:55,"RT @TheRebelTV: .@PatCondell says that the UK Parliament needs to be hosed clean. 

WATCH: https://t.co/WANLatAMjf | #Brexit #EuropeanUnion…"
2019-04-30 12:33:50,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:33:49,@KTD89 @JuliaHB1 @SadiqKhan @michaelgove @johnmcdonnellMP Even @piersmorgan could not solve the #Brexit issue. Who… https://t.co/mm3pklRAt0
2019-04-30 12:33:44,RT @JamesfWells: I resigned as Head of UK Trade at the Office for National Statistics yesterday to stand as a #BrexitParty_UK MEP candidate…
2019-04-30 12:33:42,"RT @spiritangel04: Sky, BBC, ITV, Channel 4 and Channel 5 News continue 2 Immorally Censor @RobinTilbrook &amp; #Brexit Court Case, which is se…"
2019-04-30 12:33:39,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:33:37,RT @Feorlean: An inconsistency in Ruth Davidson’s message - she wants dialogue &amp; compromise on #Brexit because she says it is divisive but…
2019-04-30 12:33:36,"RT @SimonOak3: Literally every move of Dominic Raab's mouth spits poison. Let's not stay silent.

#Brexit is a crime.

So are English elite…"
2019-04-30 12:33:36,"We suspect 1.2m selfish people don't want to pay for the #NHS, perhaps they all have Private Health Insurance.
Wond… https://t.co/fG7IaGiygp"
2019-04-30 12:33:35,RT @MarcusJBall: I don’t think it’s okay for people like @jameschappers to receive so many death threats after speaking on @JeremyVineOn5 t…
2019-04-30 12:33:32,"RT @joelymack: Does anyone else think that, if #Brexit goes ahead,  within a decade Brexiters will be wanting to leave the WTO because they…"
2019-04-30 12:33:32,Alastair Campbell - It's time for Labour to lead on #Brexit...but people look at Corbyn &amp; think he's not a leader.… https://t.co/MDCP5RyTYN
2019-04-30 12:33:29,"RT @Brexiteer30: Who will you be voting for in the EU Elections?

**Please retweet after voting **

#Conservative #Labour #LibDem #TheBrexi…"
2019-04-30 12:33:27,"RT @BBCPolitics: ""Most of my colleagues on the NEC have been inundated with thousands of emails"" on #Brexit, says Labour's Deputy Leader To…"
2019-04-30 12:33:23,RT @Leavers_Britain: This Thursday Leavers of #Liverpool are holding a pub meet. Head on down for a chat with like-minded Leave voters and…
2019-04-30 12:33:23,@DrAmirKhanGP It's very sad. Many people who voted to leave have no idea how #Brexit will affect them. It was sold to them all wrong!
2019-04-30 12:33:19,RT @Leavers_Britain: This Thursday Leavers of #Liverpool are holding a pub meet. Head on down for a chat with like-minded Leave voters and…
2019-04-30 12:33:14,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:33:13,RT @guyverhofstadt: No way! Students mustn't be victims of #Brexit. I will write to PM May saying we will never accept this. Also for Erasm…
2019-04-30 12:33:11,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 12:33:10,It’s a metro party. It’s like them metro area express shops 8-late but don’t have much on the shelves and don’t hav… https://t.co/HcqZmIKve4
2019-04-30 12:33:09,"RT @GiftCee: What else is it about now Heidi?

It has always been about changing Democracy and stopping #Brexit

Don’t tell me you now want…"
2019-04-30 12:33:07,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:33:03,"RT @hariert: Change UK- the anti-brexit, breath of fresh air our country is gasping for. The old parties squirm &amp; contort towards the EU el…"
2019-04-30 12:32:58,RT @DianaJohnsonMP: These are the latest figures from Hull North constituents who have been in touch with their views on #Brexit. There are…
2019-04-30 12:32:54,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:32:53,"@Channel4News @mattfrei #Brexit is testing British #democracy to #destruction. Why?
You could be forgiven for think… https://t.co/TvfzUeGY94"
2019-04-30 12:32:48,RT @Brexit_Support: BBC to be fined for #Brexit biased https://t.co/WS0U1xPkSN
2019-04-30 12:32:47,@Chunky308 @rachelk4labour @WorthingWestCLP @UKLabour @jeremycorbyn Do you know being told your right wing is an in… https://t.co/c83aN5Mr7X
2019-04-30 12:32:46,RT @eurorealist: Check out our podcast on what next for the British political scene and #brexit done last night with the excellent @ottocra…
2019-04-30 12:32:46,"RT @BenJamminWalker: *POLL* Which party will you vote for in next months #EuropeanElections? 🗳

Retweet for a Larger Sample!

#Brexit #Peop…"
2019-04-30 12:32:45,"RT @WotzThatSound: As we worry about chlorinated chicken from free-market Brexit, it’s worth noting how contaminated blood was sourced for…"
2019-04-30 12:32:43,"EY, global Britain just became the world’s top investment destination (despite #Brexit, of course)."
2019-04-30 12:32:41,RT @brexitcountdow1: Brexit is at most 4427 hours away. #brexit
2019-04-30 12:32:40,"RT @TheCanaryUK: Jacob Rees-Mogg ‘had no idea’ about the border in Ireland, according to former Irish prime minister

By @Bryan_Wall

https…"
2019-04-30 12:32:37,RT @brexitcountdow1: Brexit is 183 days away. #brexit
2019-04-30 12:32:32,RT @joannaccherry: Good to see @theSNP are seen as the most anti #Brexit party. This fits with my experience in Scotland &amp; England where pe…
2019-04-30 12:32:30,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 12:32:22,RT @guyverhofstadt: My letter to @theresa_may expressing the @Europarl_EN's deep concern at reports of huge post - #Brexit fee increases fo…
2019-04-30 12:32:22,RT @AnnaMcMorrin: Proud to be one of over 100 MPs to ask that ⁦@UKLabour⁩ unequivocally and clearly backs a confirmatory vote on #Brexit to…
2019-04-30 12:32:14,"@jimwaterson @GuitarMoog Democracy works when everyone is engaged and informed. Engaged, perhaps. Informed? Anything but. #brexit"
2019-04-30 12:32:13,RT @fruit_hanging: @HCsick @PeterStefanovi2 When you put it into perspective like this (or even when you don’t!) this is a scandal of the h…
2019-04-30 12:32:12,RT @brexitcountdow1: Brexit is at most 4444 hours away. #brexit
2019-04-30 12:32:11,"RT @MatthewGreen02: Labour MP Kate Hoey to @talkRADIO today: “we know he [Jeremy Corbyn] really wants to get us out"" 
This is why if you vo…"
2019-04-30 12:32:10,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 12:32:09,RT @SimonFraser00: In March #Brexit ground to a halt. It’s a bad idea that just doesn’t work. We need to move on now to tackle the real pro…
2019-04-30 12:32:09,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:32:06,"RT @BBCPolitics: Former WTO director general Pascal Lamy does not look impressed with Tory MP Iain Duncan Smith talking #Brexit

#politicsl…"
2019-04-30 12:32:06,"The withdrawal of the UK 🇬🇧 from the EU 🇪🇺 prompts the 7️⃣3️⃣ British seats to be partly reassigned, partly removed… https://t.co/akaSsLji0P"
2019-04-30 12:32:06,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 12:32:01,RT @MarcusJBall: I don’t think it’s okay for people like @jameschappers to receive so many death threats after speaking on @JeremyVineOn5 t…
2019-04-30 12:31:59,RT @AnnaMcMorrin: Proud to be one of over 100 MPs to ask that ⁦@UKLabour⁩ unequivocally and clearly backs a confirmatory vote on #Brexit to…
2019-04-30 12:31:58,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:31:57,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:31:57,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:31:56,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:31:51,"RT @ThomasHCole: remember the 2016 #Brexit referendum that Western Balkan countries were about to join the EU? Once again, another #Brexit…"
2019-04-30 12:31:44,"RT @Brexiteer30: Who will you be voting for in the EU Elections?

**Please retweet after voting **

#Conservative #Labour #LibDem #TheBrexi…"
2019-04-30 12:31:41,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 12:31:41,"Moralising, Moaning, #EU loving, #brexit hating Auntie gets her card marked:
Stop bias against Brexit or face fine,… https://t.co/2G8dlSfXem"
2019-04-30 12:31:40,"At the Guildhall launch of the Fintech Alliance with The chancellor, Philip Hammond. Wants the UK to become the bes… https://t.co/97vhinf2hd"
2019-04-30 12:31:36,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:31:34,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 12:31:32,RT thomasbrake: A #PeoplesVote is the only way to break the deadlock &amp; finally settle #Brexit so that we can unite… https://t.co/gIcrFYhLd6
2019-04-30 12:31:32,RT @guyverhofstadt: My letter to @theresa_may expressing the @Europarl_EN's deep concern at reports of huge post - #Brexit fee increases fo…
2019-04-30 12:31:30,"@UKLabour @jeremycorbyn Oh great,are they relaunching The Monster Raving Loony Party?
just saying.DH.
#Brexit"
2019-04-30 12:31:28,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 12:31:27,"RT @keepcalm_change: How will you vote in #EuropeanElections ? 

#Conservative #Labour Remain #LibDem #ChangeUK #Green #SNP etc. Leave #The…"
2019-04-30 12:31:25,@KMoqtada @Unluckster @DavidLammy That's why you're deluded. You  make the mistake of thinking that #brexit is a di… https://t.co/wb3AaQNvwN
2019-04-30 12:31:25,RT @Brexit_Support: BBC to be fined for #Brexit biased https://t.co/WS0U1xPkSN
2019-04-30 12:31:23,RT @guyverhofstadt: My letter to @theresa_may expressing the @Europarl_EN's deep concern at reports of huge post - #Brexit fee increases fo…
2019-04-30 12:31:20,"RT @spaceangel1964: This is @Leon_SFrench who felt unheard by Westminster &amp; voted #Leave. After so many disappointed hopes &amp; lies, he reali…"
2019-04-30 12:31:14,"RT @GoodwinMJ: #Brexit Party in 1st place, 6 points clear, in latest #ep2019 UK poll
 
Bookies give it 63% probability of winning largest n…"
2019-04-30 12:31:12,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 12:31:11,Saying #Brexit is a little bit of a chaos is pretty much like saying Hitler was just a little bit Misunderstood..
2019-04-30 12:31:08,"RT @Remain_Labour: 1/2
**Tonight we are delighted to announce that 22 #Labour candidates (including 12 sitting Labour MEPs) have signed the…"
2019-04-30 12:31:01,Good news for Eurozone policymakers - the #Eurozone economy shows stronger than expected growth in the first quarte… https://t.co/5pWXlHxQDD
2019-04-30 12:31:01,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:30:57,"@LesleyMillercyp @jatol101 I'm curious to know which party Labour leavers will vote for, having been betrayed by th… https://t.co/ZiBCkFvGfl"
2019-04-30 12:30:57,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:30:57,"RT @BBCPolitics: “I don’t know if I can vote for that, it depends on what it says” former Downing Street press secretary  Alastair Campbell…"
2019-04-30 12:30:53,RT @DianaJohnsonMP: These are the latest figures from Hull North constituents who have been in touch with their views on #Brexit. There are…
2019-04-30 12:30:52,"RT @bristolgreen: We just launched our #EuropeanElections2019 campaign in Bristol today, with 4 of our great candidates @MollyMEP, @CleoDan…"
2019-04-30 12:30:52,"RT @CharlesBourne5: @nedsimons Duncan Smith talks crack-pot crap about the Irish border on TV, and is   corrected by Pascal Lamy, who heade…"
2019-04-30 12:30:50,Subscribe Here to get a few chapters for FREE from the book https://t.co/BRgV3qL4or Please #RT #gold #silver… https://t.co/Ic7M1fBrvC
2019-04-30 12:30:48,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 12:30:46,"RT @AndymanSTHLM: Brexit for dummies:
#Brexit #uk #svpol https://t.co/pxxA8NyYe8"
2019-04-30 12:30:41,RT @Brexit_Support: BBC to be fined for #Brexit biased https://t.co/WS0U1xPkSN
2019-04-30 12:30:40,RT @AnnaMcMorrin: Proud to be one of over 100 MPs to ask that ⁦@UKLabour⁩ unequivocally and clearly backs a confirmatory vote on #Brexit to…
2019-04-30 12:30:39,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:30:35,"@socksknitter @GloriaDePiero @OnnMel Even worse than that, @UKLabour MPs like De Piero are purely focussed on self-… https://t.co/Hn4hU0ozTs"
2019-04-30 12:30:35,I admire Corbyn for insisting on a Customs Union. He's not a man easily bowed. #Brexit https://t.co/TuGKF4RD9u
2019-04-30 12:30:28,RT @SimonFraser00: In March #Brexit ground to a halt. It’s a bad idea that just doesn’t work. We need to move on now to tackle the real pro…
2019-04-30 12:30:27,"RT @manda_kenwrick: @emmyzen @SebDance Unfortunately you can’t vote for Seb Dance, or any individual in the EU elections. You can only vote…"
2019-04-30 12:30:25,NEW #Customs Compliance Export &amp; Import Procedures Course announced to prepare small businesses for #Brexit -&gt;… https://t.co/SIFbUkujta
2019-04-30 12:30:22,Let’s take a look at the #construction industry’s response to #Brexit so far… https://t.co/XYGzFi1RN1
2019-04-30 12:30:21,RT @thomasbrake: A #PeoplesVote is the only way to break the deadlock &amp; finally settle #Brexit so that we can unite our country again. @Lib…
2019-04-30 12:30:18,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:30:17,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:30:16,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 12:30:15,"@duponline What an outrageous thing to say in parliament. 
Is this how the rest of Britain sees us??
#NOSURRENDER… https://t.co/esnzSgXExj"
2019-04-30 12:30:13,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:30:10,"T&amp;P-London🇬🇧
#brexit Cross-party talks continue:
""No new offer from the government has been put on the table but pa… https://t.co/BQybVL1XvL"
2019-04-30 12:30:03,@DoreJayne @andynash @cirian75 @Keir_Starmer @BethRigby @SkyNews @LibDems There are many people who oppose #Brexit… https://t.co/qcxUodwM9L
2019-04-30 12:30:02,"RT @CharlesBourne5: @nedsimons Duncan Smith talks crack-pot crap about the Irish border on TV, and is   corrected by Pascal Lamy, who heade…"
2019-04-30 12:30:02,Highlights from today's #Brexit workshop at @QUBelfast in #Belfast  A huge thanks to all who joined us and our spea… https://t.co/nTjgbkNLjc
2019-04-30 12:30:02,RT @iainjwatson: Ahead of the ⁦@UKLabour⁩ NEC dep leader ⁦@tom_watson⁩ tells me he has been 'inundated' with emails from members saying the…
2019-04-30 12:30:00,"It is profitable and likely to remain so after Brexit.

@Campaignforwool
@Exmoor HFN
@DevonYFC
@SomersetYFC
#Brexit

https://t.co/OMQIVl15H2"
2019-04-30 12:29:59,The election of a far-right party to the Spanish parliament on Sunday means that 23 out of 28 EU member states now… https://t.co/YG3h4g1m7n
2019-04-30 12:29:58,RT @guyverhofstadt: My letter to @theresa_may expressing the @Europarl_EN's deep concern at reports of huge post - #Brexit fee increases fo…
2019-04-30 12:29:56,"brexit reacts after last extension https://t.co/Ywl6h62vKM ,please RT and share #gold #silver #stocks #trading… https://t.co/6JLW07peFx"
2019-04-30 12:29:50,"RT @MatthewGreen02: Labour MP Kate Hoey to @talkRADIO today: “we know he [Jeremy Corbyn] really wants to get us out"" 
This is why if you vo…"
2019-04-30 12:29:49,@DavidLammy The ERG just got hit by this massive Double 'Lammy'. #brexit #brexitshambles
2019-04-30 12:29:46,RT @FXstreetNews: UK's Hammond: Ongoing uncertainty from lack of Brexit deal is bad for business https://t.co/jy1RuaKyC1 #UnitedKingdom #Po…
2019-04-30 12:29:43,"RT @LSRPlaid: OK - so a deal has to be ‘legitimized’ says @MickAntoniw1  outside Labour NEC

How?

Referendum? ‘No’
General election? ‘No’…"
2019-04-30 12:29:42,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 12:29:39,"RT @Mac_Gadget: @StueyPhooey @ScotTories @Kirstene4Angus @theSNP It won't be stable after Scottish independence and #Brexit 😏

https://t.co…"
2019-04-30 12:29:38,"As we worry about chlorinated chicken from free-market Brexit, it’s worth noting how contaminated blood was sourced… https://t.co/IwryrZrtF2"
2019-04-30 12:29:37,@richbsys @paulwaugh @lara_eleanor @UKLabour Quite. Sick of hearing how my last vote for @UKLabour and… https://t.co/FVPh72KwzG
2019-04-30 12:29:36,RT @thomasbrake: A #PeoplesVote is the only way to break the deadlock &amp; finally settle #Brexit so that we can unite our country again. @Lib…
2019-04-30 12:29:36,RT @DianaJohnsonMP: These are the latest figures from Hull North constituents who have been in touch with their views on #Brexit. There are…
2019-04-30 12:29:31,@BBCPolitics .@lisanandy 3 year ago the ppl were asked to vote on wishful thinking. Today #brexit is not what the l… https://t.co/gErkB54LFZ
2019-04-30 12:29:30,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
