time,tweets
2019-04-30 14:14:06,"RT @Fox_Claire: My favourite event of the year. When even #Brexit becomes embroiled in toxic cultures wars, when identity politics strips i…"
2019-04-30 14:13:48,RT @Brexit_Support: BBC to be fined for #Brexit biased https://t.co/WS0U1xPkSN
2019-04-30 14:13:47,"RT @DKinEU: Today @MichelBarnier visits Copenhagen for #Brexit discussions with PM @larsloekke, FM @anderssamuelsen, the EU committee in pa…"
2019-04-30 14:13:46,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:13:45,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:13:43,"RT @WalesForEurope: Where do the parties currently stand on giving the people the #FinalSay on #Brexit?

Click/tap below here to see:

#Not…"
2019-04-30 14:13:42,RT @SimonOak3: @guyverhofstadt Please make a new EU rule to cut salaries of MEPs that are only there to sabotage our grandparents' peace pr…
2019-04-30 14:13:41,"RT @BBCPolitics: ""Most of my colleagues on the NEC have been inundated with thousands of emails"" on #Brexit, says Labour's Deputy Leader To…"
2019-04-30 14:13:41,"RT @MichelBarnier: Very good meetings today in Copenhagen with PM @larsloekke, FM @anderssamuelsen and @folketinget. 
 
I remain convinced…"
2019-04-30 14:13:41,"I know we can't forget #Brexit, but on Thursday it's the local elections, I want to see as many people as possible… https://t.co/MDIy2lExZ0"
2019-04-30 14:13:40,"RT @CorbynSnap: To honour my lifelong advocacy of membership democracy, I call on all Labour members to complete this survey to help instru…"
2019-04-30 14:13:34,RT @nickreeves9876: What the fuck is wrong with Remainers! Hardly anyone on Twitter is campaigning for Remain votes in the local elections.…
2019-04-30 14:13:33,"RT @nickreeves9876: Dear @SKinnock, a #Brexit without a #PeoplesVote would teach the terrible lesson that crime, lies, hate &amp; collusion wit…"
2019-04-30 14:13:30,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:13:26,"@brexitparty_uk You'd have thought that after 25 years he'd have a detailed plan for #Brexit by now, and wouldn't b… https://t.co/cklLmhYTmW"
2019-04-30 14:13:16,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:13:15,RT @mrjohnnice: Who will you vote for in the EU elections? I think I've included every party.  Any others have no chance anyway #LEAVE #Rem…
2019-04-30 14:13:12,"RT if you think this could be a lesson worth learning for @realDonaldTrump, @Nigel_Farage &amp; the @Conservatives Crew… https://t.co/czcjyO18aq"
2019-04-30 14:13:09,RT @Haggis_UK: Alastair Campbell - It's time for Labour to lead on #Brexit...but people look at Corbyn &amp; think he's not a leader. The promi…
2019-04-30 14:13:08,RT @joelymack: Sick of seeing from Corbynistas that 'a vote against labour is a vote for more Tory austerity'. Fuck off - if you'd fully co…
2019-04-30 14:13:03,RT @AnnaMcMorrin: Proud to be one of over 100 MPs to ask that ⁦@UKLabour⁩ unequivocally and clearly backs a confirmatory vote on #Brexit to…
2019-04-30 14:13:02,"#Brexit talks - what are they for? :
Labour would *like* its proposal to be backed by May. It wont be.
Tories would… https://t.co/rlvjgxC3a0"
2019-04-30 14:13:01,"RT @BBCPolitics: ""Most of my colleagues on the NEC have been inundated with thousands of emails"" on #Brexit, says Labour's Deputy Leader To…"
2019-04-30 14:13:00,"RT @thomasbrake: For 3 years, Govt. have used a wafer-thin referendum majority to perpetuate division in our communities. Those who seek to…"
2019-04-30 14:12:58,RT @MrsTheresaMay: This is me testing out new deportation catapults in Dover x #Brexit https://t.co/P7hJtFn2iN
2019-04-30 14:12:53,Heard in #Brexit task force meeting: “no contingency plans for bringing pets from UK to EU countries” #freemoveementofpets 🐶🧐
2019-04-30 14:12:51,"RT @The_ChrisShaw: #Brexit was supposed to force German car makers to beat a path to our door.

Instead, it's caused British car makers to…"
2019-04-30 14:12:49,"RT Reuters: In the small fishing town of Thyboron, Denmark, fishermen worry the British waters they have become dep… https://t.co/8UDiCewHbY"
2019-04-30 14:12:49,RT @KatySearle: Congratulations to ⁦@bbclaurak⁩ &amp; ⁦@BBCkatyaadler⁩ Broadcast journalist of the Year London Press Club #brexit https://t.co/…
2019-04-30 14:12:41,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:12:39,"@GarySpedding @SimonJa36540206 @NTynesideLab I understand the lack of impact due to being a local councillor, as me… https://t.co/lZPeOO9Kya"
2019-04-30 14:12:30,RT @MrsTheresaMay: This is me testing out new deportation catapults in Dover x #Brexit https://t.co/P7hJtFn2iN
2019-04-30 14:12:27,"RT @labourvsbrexit: Young Labour members, sign this open letter to the NEC Youth rep calling on them to stand by party’s democratically agr…"
2019-04-30 14:12:23,RT @guyverhofstadt: No way! Students mustn't be victims of #Brexit. I will write to PM May saying we will never accept this. Also for Erasm…
2019-04-30 14:12:20,#Gloucester Debates: What are the Limits of Free Speech in Regards to Islam ??? https://t.co/93zjlEJtoN via… https://t.co/3ezkOu2esA
2019-04-30 14:12:17,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:12:04,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:12:01,RT @wg_CounselGen: Pleased to speak to at Cross-Party Women in Europe group @AssemblyWales earlier to update on #Brexit process. We’re supp…
2019-04-30 14:11:57,RT @Brexit_Support: BBC to be fined for #Brexit biased https://t.co/WS0U1xPkSN
2019-04-30 14:11:54,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:11:49,We're holding a hustings this afternoon in @UNISONNI to give our members and others a chance to feed back directly… https://t.co/DsMoh6FGXw
2019-04-30 14:11:43,"RT @MarcusFysh: Seamless border arrangements are available and can replace the #Brexit ""backstop"". https://t.co/4RB2DE70qK"
2019-04-30 14:11:42,"RT @BBCPolitics: “I don’t know if I can vote for that, it depends on what it says” former Downing Street press secretary  Alastair Campbell…"
2019-04-30 14:11:35,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:11:33,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:11:32,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:11:27,Subscribe Here to get a few chapters for FREE from the book https://t.co/BRgV3qL4or Please #RT #gold #silver… https://t.co/D8R8ZxJlWv
2019-04-30 14:11:20,RT @spaceangel1964: Just heard that the Government has announced they have done a trade deal with Oxo to produce a new #Brexit red white an…
2019-04-30 14:10:55,"RT @Fox_Claire: My favourite event of the year. When even #Brexit becomes embroiled in toxic cultures wars, when identity politics strips i…"
2019-04-30 14:10:55,"RT @beingrichard: If one side wins a vote, the other must accept result. Had #Remain won there'd not have been the slightest chance of a #S…"
2019-04-30 14:10:54,"RT @The_ChrisShaw: #Brexit was supposed to force German car makers to beat a path to our door.

Instead, it's caused British car makers to…"
2019-04-30 14:10:49,"brexit reacts after last extension https://t.co/Ywl6h62vKM ,please RT and share #gold #silver #stocks #trading… https://t.co/Z1S3mx92Aj"
2019-04-30 14:10:43,RT @MrsTheresaMay: This is me testing out new deportation catapults in Dover x #Brexit https://t.co/P7hJtFn2iN
2019-04-30 14:10:41,RT @PEDeBauw: 🇮🇪🇧🇪🇪🇺 Delighted to welcome speaker of @vlaparl and governor of @provinciewvl at the Belgian residence with #Brexit stakehold…
2019-04-30 14:10:40,RT @MissLauraMarcus: #AlastairCampbell is spot on here. #Labour’s #NEC must come out for the #PeoplesVote or it will be a #Brexit party and…
2019-04-30 14:10:40,"@SimonBruni Missed that? Was reeling fr his confusion of the Avengers with the other Avengers (Steed, Purdey...), h… https://t.co/eBaX3xh08U"
2019-04-30 14:10:40,RT @guyverhofstadt: No way! Students mustn't be victims of #Brexit. I will write to PM May saying we will never accept this. Also for Erasm…
2019-04-30 14:10:37,"RT @nickreeves9876: I beg Remainers to tweet to encourage Remainers to vote in the local elections, and I get the reply that ""there are no…"
2019-04-30 14:10:33,RT @AnnaMcMorrin: Proud to be one of over 100 MPs to ask that ⁦@UKLabour⁩ unequivocally and clearly backs a confirmatory vote on #Brexit to…
2019-04-30 14:10:33,"RT @jannycat: For many people, it will have nothing to do with #Brexit me old mate.    People dying out here under your party policies. htt…"
2019-04-30 14:10:29,RT @Haggis_UK: Alastair Campbell - It's time for Labour to lead on #Brexit...but people look at Corbyn &amp; think he's not a leader. The promi…
2019-04-30 14:10:23,RT @Haggis_UK: Alastair Campbell - It's time for Labour to lead on #Brexit...but people look at Corbyn &amp; think he's not a leader. The promi…
2019-04-30 14:10:23,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:10:21,This is sick. If anyone in the northwest was thinking of voting for the @BrexitParty_UK think again. This is what… https://t.co/eJcltQ03Xc
2019-04-30 14:10:21,"@bIazintaiwanese Anglo-Saxons ""luv"" the term domino effect 🤔.

🇬🇧 #Brits also used to say everyone would leave the… https://t.co/51pxVgyBfn"
2019-04-30 14:10:17,"RT @MatthewGreen02: Labour MP Kate Hoey to @talkRADIO today: “we know he [Jeremy Corbyn] really wants to get us out"" 
This is why if you vo…"
2019-04-30 14:10:15,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:10:12,"@JamesKelly 52% was enough for #Brexit.

They ‘changed the goal posts’ the first time round in the 70’s."
2019-04-30 14:10:07,"RT @ChrisWill1337: brexit reacts after last extension https://t.co/Ywl6h62vKM ,please RT and share #gold #silver #stocks #trading #trades #…"
2019-04-30 14:10:06,"RT @wepaidinupayout: local election isn't another EU referendum, Its not about #Brexit it's about local issues, lack of funding from #Tory…"
2019-04-30 14:10:06,"RT @BBCPolitics: ""Most of my colleagues on the NEC have been inundated with thousands of emails"" on #Brexit, says Labour's Deputy Leader To…"
2019-04-30 14:10:02,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:09:58,RT @mrjohnnice: Who will you vote for in the EU elections? I think I've included every party.  Any others have no chance anyway #LEAVE #Rem…
2019-04-30 14:09:54,RT @mrjohnnice: Who will you vote for in the EU elections? I think I've included every party.  Any others have no chance anyway #LEAVE #Rem…
2019-04-30 14:09:51,RT @Haggis_UK: Alastair Campbell - It's time for Labour to lead on #Brexit...but people look at Corbyn &amp; think he's not a leader. The promi…
2019-04-30 14:09:42,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:09:41,RT @PEDeBauw: 🇮🇪🇧🇪🇪🇺 Delighted to welcome speaker of @vlaparl and governor of @provinciewvl at the Belgian residence with #Brexit stakehold…
2019-04-30 14:09:40,RT @Haggis_UK: Caroline Voaden(#LibDems MEP candidate SW) - Having a 1st vote on the deal is absolutely democratic.. #Brexiters can't even…
2019-04-30 14:09:34,"RT @BBCPolitics: ""Most of my colleagues on the NEC have been inundated with thousands of emails"" on #Brexit, says Labour's Deputy Leader To…"
2019-04-30 14:09:24,"""#UK is now a #fintech powerhouse with the largest #investment in #fintech in #Europe"", says @PhilipHammondUK, Chan… https://t.co/piFUIgkged"
2019-04-30 14:09:19,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:09:18,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:09:15,"RT @KTHopkins: I rang my former husband’s girlfriend to ask for my husband back. 

I ask @GerardBattenMEP why he and @Nigel_Farage didn’t t…"
2019-04-30 14:09:14,RT @annewitha_e: @Colkitto @WingsScotland I give you #brexit   the precedent has been set.   Will of the people and all that 😉
2019-04-30 14:09:10,RT @KatySearle: Congratulations to ⁦@bbclaurak⁩ &amp; ⁦@BBCkatyaadler⁩ Broadcast journalist of the Year London Press Club #brexit https://t.co/…
2019-04-30 14:09:07,RT @AnnaMcMorrin: Proud to be one of over 100 MPs to ask that ⁦@UKLabour⁩ unequivocally and clearly backs a confirmatory vote on #Brexit to…
2019-04-30 14:09:06,RT @aleks_wrobel: @guardian The North will vote for IndyRef early in episode 4 which will in turn prompt the Iron Islands to vote for #West…
2019-04-30 14:09:03,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 14:09:03,RT @LibAbbey: We do come across people who are unclear about our position on #Brexit. It's this: It's a bad idea. It will damage our countr…
2019-04-30 14:09:02,"RT @OthelloFloof: The Government, by which I mean @theresa_may is essentialy locking down, holding the Commons and the entire country's fut…"
2019-04-30 14:08:59,"“A place for everyone, and everyone in his/her place” how very #Tory. How very #Brexit How very 19th century. #JRM… https://t.co/cHUoMK4EUY"
2019-04-30 14:08:56,"RT @MichelBarnier: Very good meetings today in Copenhagen with PM @larsloekke, FM @anderssamuelsen and @folketinget. 
 
I remain convinced…"
2019-04-30 14:08:55,RT @iainjwatson: Ahead of the ⁦@UKLabour⁩ NEC dep leader ⁦@tom_watson⁩ tells me he has been 'inundated' with emails from members saying the…
2019-04-30 14:08:50,RT @Feorlean: An inconsistency in Ruth Davidson’s message - she wants dialogue &amp; compromise on #Brexit because she says it is divisive but…
2019-04-30 14:08:49,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 14:08:40,"RT @BBCPolitics: ""Most of my colleagues on the NEC have been inundated with thousands of emails"" on #Brexit, says Labour's Deputy Leader To…"
2019-04-30 14:08:38,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 14:08:36,"RT @BenJamminWalker: *POLL* Which party will you vote for in next months #EuropeanElections? 🗳

Retweet for a Larger Sample!

#Brexit #Peop…"
2019-04-30 14:08:36,RT @joannaccherry: Good to see @theSNP are seen as the most anti #Brexit party. This fits with my experience in Scotland &amp; England where pe…
2019-04-30 14:08:36,@KTHopkins Nearly looking like your ancestors... #Britain #UK #Brexit https://t.co/BN4ofPzgrN
2019-04-30 14:08:35,RT @MissLauraMarcus: #AlastairCampbell is spot on here. #Labour’s #NEC must come out for the #PeoplesVote or it will be a #Brexit party and…
2019-04-30 14:08:33,"RT @MichelBarnier: Very good meetings today in Copenhagen with PM @larsloekke, FM @anderssamuelsen and @folketinget. 
 
I remain convinced…"
2019-04-30 14:08:33,"RT @CarolineLucas: State of Nation report: Social mobility in UK 'virtually stagnant' 

Terrible that #Brexit is sucking attention away fro…"
2019-04-30 14:08:33,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:08:31,@guardian The North will vote for IndyRef early in episode 4 which will in turn prompt the Iron Islands to vote for… https://t.co/LeR0KLmfAO
2019-04-30 14:08:31,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:08:30,"RT @LMY746: In case you missed this, here is the excellent thread from @verumandverus providing EVERY MP's #Brexit position v their constit…"
2019-04-30 14:08:29,"RT @DrAmirKhanGP: Sad to say, taken a call from an old nursing colleague of mine and she has decided to return to Spain after 9 years of NH…"
2019-04-30 14:08:25,"RT @Antonblakeactor: @Haggis_UK @Lawyers4EU @campbellclaret Meanwhile ... This! Labour is leading on #Brexit, by dragging its members kicki…"
2019-04-30 14:08:20,RT @Brexit_Support: BBC to be fined for #Brexit biased https://t.co/WS0U1xPkSN
2019-04-30 14:08:16,"RT @tracyq66: No, Brexit Party is just the same 💩 with a pretty bow!  #TommyRobinsonMEP is the earthquake British politics needs! 🙏 the NW…"
2019-04-30 14:08:15,"RT @BenJamminWalker: *POLL* Which party will you vote for in next months #EuropeanElections? 🗳

Retweet for a Larger Sample!

#Brexit #Peop…"
2019-04-30 14:08:05,RT @AnnaMcMorrin: Proud to be one of over 100 MPs to ask that ⁦@UKLabour⁩ unequivocally and clearly backs a confirmatory vote on #Brexit to…
2019-04-30 14:08:04,"RT @GoingPostalBlog: Globalism v. Nationalism: The Third Part by @JonD99 - https://t.co/EFPQhTcaEf 
#Authoritarianism #Elections #EuropeanU…"
2019-04-30 14:08:03,RT @StNeotsToffee39: Dyson moves HQ from UK to Singapore..Sony HQ from Weybridge to Amsterdam..Panasonic HQ from Bracknell to Amsterdam..Ba…
2019-04-30 14:07:59,RT @AnnaMcMorrin: Proud to be one of over 100 MPs to ask that ⁦@UKLabour⁩ unequivocally and clearly backs a confirmatory vote on #Brexit to…
2019-04-30 14:07:58,"RT @The_ChrisShaw: #Brexit was supposed to force German car makers to beat a path to our door.

Instead, it's caused British car makers to…"
2019-04-30 14:07:58,RT @OFOCNI: Delighted to have attending this evenings @guardian live event discussing Brexit and Ireland. It is Brexit will be hugely damag…
2019-04-30 14:07:58,RT @ConwayHall: At the #ThinkingonSunday talk on 02 June writer and activist @guyshrubsole unearths truths about who really owns this count…
2019-04-30 14:07:54,Great to meet @alexandrabulat who is fighting for EU citizens rights in the UK and is Young Europeans Chair at… https://t.co/xXBuDrUW15
2019-04-30 14:07:54,RT @All4Choice: Stephen Maginn from @GreenPartyNI talking about the sham of the #Brexit referendum based on lies @fiona_ferg takes about th…
2019-04-30 14:07:52,@Just2BiZI @OhRoyalOne @PaulTheMartian @Asante_kotoko @YISRAEL8 @Anamcara2015 @nwophobic @KantoLamin @dum_phuk… https://t.co/Uwu0SSVgUc
2019-04-30 14:07:51,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:07:48,"RT @CreativeDirctr: And at the very end, the true horror of a world run by monkeys is revealed... #WithdrawalAgreement #BrexitDay #Brexit #…"
2019-04-30 14:07:47,"RT @BenPBradshaw: Labour will haemorrhage votes, members, councillors, MPs &amp; MEPs if we renege on our commitment to a public vote on any #B…"
2019-04-30 14:07:42,RT @bcomininvisible: @LordCFalconer @kate_edmonds_EU @fascinatorfun IF it had been a *binding* referendum UK law would have rendered it ill…
2019-04-30 14:07:38,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:07:37,"RT @PunchCartoons: With fuel costs continually rising, why not go back to basics?
https://t.co/JgVZ5X7w0Q
---
#punch #punchcartoons #britis…"
2019-04-30 14:07:35,"RT @MichelBarnier: Very good meetings today in Copenhagen with PM @larsloekke, FM @anderssamuelsen and @folketinget. 
 
I remain convinced…"
2019-04-30 14:07:33,RT @TjflanaganTipp: This is fascinating. It goes a long way to explaining why so many areas of the UK seem generally pissed off and have be…
2019-04-30 14:07:29,"RT @LMY746: In case you missed this, here is the excellent thread from @verumandverus providing EVERY MP's #Brexit position v their constit…"
2019-04-30 14:07:28,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:07:27,"RT @beingrichard: If one side wins a vote, the other must accept result. Had #Remain won there'd not have been the slightest chance of a #S…"
2019-04-30 14:07:22,RT @Brexiteer30: @JamesCleverly @SteveBakerHW @Conservatives Irrelevant. The most important thing happening in the UK at this time is the u…
2019-04-30 14:07:20,"Brexit Party boss Nigel Farage has taken a leaf out of his friend Donald Trump's book, and got himself a healthy or… https://t.co/zJTVBpsa4y"
2019-04-30 14:07:11,Waitress in the pizza place we had lunch in has excellent taste - asked after my @identiteep badge and was keen to… https://t.co/3Ij5pZEiWh
2019-04-30 14:07:10,Roll on #brexit
2019-04-30 14:07:08,"@Femi_Sorry @anita_hoener ☝️☝️☝️☝️☝️☝️☝️

*This* is the reality (and the stupidity) of #Brexit"
2019-04-30 14:07:08,RT @guyverhofstadt: My letter to @theresa_may expressing the @Europarl_EN's deep concern at reports of huge post - #Brexit fee increases fo…
2019-04-30 14:07:04,RT @DarranMarshall: Bertie Ahern : “The reality is ⁦@Jacob_Rees_Mogg⁩ admitted to me he had no idea of what the border was. I think a lot o…
2019-04-30 14:07:03,RT @MrsTheresaMay: This is me testing out new deportation catapults in Dover x #Brexit https://t.co/P7hJtFn2iN
2019-04-30 14:07:03,"RT @Brexiteer30: Who will you be voting for in the EU Elections?

**Please retweet after voting **

#Conservative #Labour #LibDem #TheBrexi…"
2019-04-30 14:07:01,@SKinnock @BBCr4today As apposed to the majority of Labour supporters who don't want #Brexit. This stubborn clingin… https://t.co/BFsK2M7DFq
2019-04-30 14:07:00,"RT @KTHopkins: I rang my former husband’s girlfriend to ask for my husband back. 

I ask @GerardBattenMEP why he and @Nigel_Farage didn’t t…"
2019-04-30 14:06:59,"@rheawolfson @PeoplesMomentum But also what effects the economy is #Brexit, which the NEC will probably shoot down… https://t.co/SA3fEGR4hG"
2019-04-30 14:06:58,RT @Cartoon4sale: Patrick Blower on Nigel #Farage and the #EUelections #BrexitVote  #TheresaMay #Corbyn #Brexit #Kissofdeath  #BrexitParty…
2019-04-30 14:06:50,RT @Haggis_UK: Alastair Campbell - It's time for Labour to lead on #Brexit...but people look at Corbyn &amp; think he's not a leader. The promi…
2019-04-30 14:06:49,"""#UK is the perfect location for #fintech to thrive even after we leave the #EU"", says @PhilipHammondUK, Chancellor… https://t.co/BZ1XDUwYnL"
2019-04-30 14:06:46,RT @SimonFraser00: In March #Brexit ground to a halt. It’s a bad idea that just doesn’t work. We need to move on now to tackle the real pro…
2019-04-30 14:06:42,RT @guyverhofstadt: No way! Students mustn't be victims of #Brexit. I will write to PM May saying we will never accept this. Also for Erasm…
2019-04-30 14:06:42,The number of candidates running for Europe who are sitting TDs if elected this could force a general election or l… https://t.co/qU6DJtLrDq
2019-04-30 14:06:42,"@Amojak2 @Macetrain @votes_17 Yes, I do as it happens. However, only one way to test the theory really; are there a… https://t.co/GrthcgC7BS"
2019-04-30 14:06:41,"#skynews #DominicWaghorn #FoxNews #Trump #Maduros #Democracy Hey #RupertMurdoch your propaganda ain't working,… https://t.co/8vTSc0g8ou"
2019-04-30 14:06:32,RT @All4Choice: Stephen Maginn from @GreenPartyNI talking about the sham of the #Brexit referendum based on lies @fiona_ferg takes about th…
2019-04-30 14:06:31,RT @mrjohnnice: Who will you vote for in the EU elections? I think I've included every party.  Any others have no chance anyway #LEAVE #Rem…
2019-04-30 14:06:29,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:06:26,"RT @Brexiteer30: Who will you be voting for in the EU Elections?

**Please retweet after voting **

#Conservative #Labour #LibDem #TheBrexi…"
2019-04-30 14:06:20,RT @Omofonia: @LordCFalconer @R_O_B_C_H @solange_lebourg That they acted as though vote was binding is no more worthy of respect than actin…
2019-04-30 14:06:08,"RT @Reuters: In the small fishing town of Thyboron, Denmark, fishermen worry the British waters they have become dependent on will be out o…"
2019-04-30 14:06:08,#invest in #brexit opportunities in the UK with our help @gfaccord https://t.co/4CrH2BAQJl https://t.co/2FLns3OrQ2
2019-04-30 14:06:04,RT @MatthewGreen02: Corbyn’s #Brexit 'fudge' is causing an exodus of Labour party members. His plan to mislead the many &amp; not just the few…
2019-04-30 14:05:57,RT @uk_sf_writer: @JamesCleverly @Conservatives Local councillors will pay the price for the duplicitous behaviour of Remainer @Conservativ…
2019-04-30 14:05:38,"RT @DavidFurnessGB: Oh no! He's at it again.
Tony Blair calls Brexiteers ignorant.

#Brexit #BrexitBetrayal #LeaveMeansLeave #Democracy #No…"
2019-04-30 14:05:37,"RT @DPGwyther: Fantastic to have @FFSake_ and @OFOCBrexit standing up for young people in this #Brexit debate. 

Please follow them on Twit…"
2019-04-30 14:05:36,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:05:36,"RT @BBCPolitics: Lisa Nandy MP says Labour cannot give this #Brexit message to Leave-voting towns like hers:  

“We are now going to give y…"
2019-04-30 14:05:34,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:05:33,@NoSnowflakesAl1 @CharlotteBCcat1 @GerardBattenMEP @Conservatives @UKLabour @LibDems The point has been taken by… https://t.co/EU9tz7OSat
2019-04-30 14:05:30,RT @Brexit_Support: BBC to be fined for #Brexit biased https://t.co/WS0U1xPkSN
2019-04-30 14:05:29,"RT @StewartPurvis: ⁦@BBCkatyaadler⁩ ⁦@bbclaurak⁩ jointly voted Broadcast Journalist of the Year for their #brexit work on tv,radio,online a…"
2019-04-30 14:05:27,"RT @sisp__: 🔍What is the impact of #Brexit on #EU 🇪🇺 and #UK 🇬🇧political systems⁉️

Join the debate in #Salento during the next #SISP2019 a…"
2019-04-30 14:05:20,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:05:18,RT @joannaccherry: Good to see @theSNP are seen as the most anti #Brexit party. This fits with my experience in Scotland &amp; England where pe…
2019-04-30 14:05:17,‘#Brexit is bringing government &amp; policymaking in Whitehall &amp; Westminster to a juddering halt’  ⁦@FT⁩ What a coloss… https://t.co/5yEAzazIUT
2019-04-30 14:05:12,"DT Steve Baker MP: RT Marcus Fysh MP: Seamless border arrangements are available and can replace the #Brexit ""backs… https://t.co/ei6VE49LJU"
2019-04-30 14:05:12,"RT @MarcusJBall: A happy little update from the prosecution case against Mr Boris Johnson MP. Hold on, more coming soon as it is appropriat…"
2019-04-30 14:05:10,#Brexit Insight From the #US https://t.co/tDoSpqj0m5 @SPB_US
2019-04-30 14:05:10,A bitter turf war is raging on the #Brexit #Wikipedia page https://t.co/at9eni6Kyy
2019-04-30 14:05:07,RT @SimonFraser00: In March #Brexit ground to a halt. It’s a bad idea that just doesn’t work. We need to move on now to tackle the real pro…
2019-04-30 14:05:06,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:05:06,"If one side wins a vote, the other must accept result. Had #Remain won there'd not have been the slightest chance o… https://t.co/XDrL7UpJcM"
2019-04-30 14:04:57,"RT @MichelBarnier: Very good meetings today in Copenhagen with PM @larsloekke, FM @anderssamuelsen and @folketinget. 
 
I remain convinced…"
2019-04-30 14:04:56,RT @MissLauraMarcus: #AlastairCampbell is spot on here. #Labour’s #NEC must come out for the #PeoplesVote or it will be a #Brexit party and…
2019-04-30 14:04:52,RT @georgegalloway: An attempted military coup is underway in #Venezuela right now and the President of the #EuropeanParliament has welcome…
2019-04-30 14:04:49,RT @joelymack: Sick of seeing from Corbynistas that 'a vote against labour is a vote for more Tory austerity'. Fuck off - if you'd fully co…
2019-04-30 14:04:48,RT @bcomininvisible: @LordCFalconer @kate_edmonds_EU @fascinatorfun IF it had been a *binding* referendum UK law would have rendered it ill…
2019-04-30 14:04:45,Stephen Maginn from @GreenPartyNI talking about the sham of the #Brexit referendum based on lies @fiona_ferg takes… https://t.co/YLvXMrGY9g
2019-04-30 14:04:44,"RT @nickreeves9876: Come on Remainers, let's have a 48 hour storm of social media campaigning to get the Remain vote out at the local elect…"
2019-04-30 14:04:44,RT @davietweetsc: WHERE IS YOUR DUTY OF CARE @RoyalFamily @DefenceHQ @GavinWilliamson @HouseofCommons @UKHouseofLords @BritishArmy #Corrupt…
